Sample,,Carbon dioxide Results,,Methanethiol Results,,Acetaldehyde Results,,Dimethyl sulfide Results,,Octane Results,,Propanol Results,,Acetone Results,,"Acetic acid, methyl ester Results",,"Cyclotrisiloxane, hexamethyl- Results",,Butanal Results,,Ethyl acetate Results,,2-Butanone Results,,"Butanal, 2-methyl- Results",,"Butanal, 3-methyl- Results",,Ethanol Results,,2-(bromomethyl)tetrahydro-Pyran Results,,"Furan, 2-butyltetrahydro Results",,"2,3-Butanedione Results",,"Cyclotetrasiloxane, octamethyl- Results",,dimethyl ester carbonic acid Results,,Mesityl oxide Results,,Methyl Isobutyl Ketone Results,,"Butanoic acid, 2-methyl-, methyl ester Results",,Isobutyl acetate Results,,Trichloromethane Results,,Methyl isovalerate Results,,2-Butanol Results,,Toluene Results,,2-Pentanol Results,,"Butanoic acid, 2-methyl-, ethyl ester Results",,"Butanoic acid, 3-methyl-, ethyl ester Results",,"Disulfide, dimethyl Results",,N-Hexanal Results,,"Ethenamine, N-methylene- Results",,1H-Pyrrole-2-carboxylic acid Results,,"2-Butenal, 2-methyl- Results",,"1-Propanol, 2-methyl- Results",,"2H-Pyran, 2-ethenyltetrahydro-2,6,6-trimethyl- Results",,"3-Butenoic acid, 3-methyl-, methyl ester Results",,"1-Butanol, 3-methyl-, acetate Results",,"Butanenitrile, 3-methyl- Results",,"2-Pentene, 4,4-dimethyl-, (E)- Results",,"1,3-dimethyl-Benzene Results",,1-Butanol Results,,"Cyclopentasiloxane, decamethyl- Results",,"2-Butenoic acid, 3-methyl-, methyl ester Results",,"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)- Results",,p-Xylene Results,,D-Limonene Results,,"1-Butanol, 3-methyl- Results",,"(2R,5R)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran Results",,"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1.alpha.,2.alpha.,5.alpha.)- Results",,"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran Results",,Thiazole Results,,1-PENTANOL Results,,"Benzene, 1,2,4,5-tetramethyl- Results",,Dimethyl sulfone Results,,"Pyrazine, 2,6-dimethyl- Results",,2-Chloro-4-(4-methoxyphenyl)-6-(4-nitrophenyl)pyrimidine Results,,1-Hexanol Results,,Dimethyl trisulfide Results,,Dimethyl trisulfide(1) Results,,"3-Hexen-1-ol, (E)- Results",,"Pyrazine, 2-butyl-3,5-dimethyl- Results",,"2-Hexen-1-ol, (E)- Results",,Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate Results,,"Pyrazine, 2,6-diethyl- Results",,Methional Results,,1-Octen-3-ol Results,,Furfural Results,,"3,6-dihydro-4-methyl-2-(2-methyl-1-propenyl)-2H-Pyran Results",,Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate (1) Results,,"Benzene, 1,2,4,5-tetramethyl-  (1) Results",,"1-Hexanol, 2-ethyl- Results",,1-(2-furanyl)-Ethanone Results,,2-Mercapto-4-phenylthiazole Results,,Benzaldehyde Results,,2-(1-methyl-2-buthenyl)-4-methoxy-Phenol Results,,"11H-Dibenzo[b,e][1,4]diazepin-11-one, 5-(3-aminopropyl)-5,10-dihydro- Results",,Linalool Results,,1-Octanol Results,,"2-Furancarboxaldehyde, 5-methyl- Results",,Dimethyl Sulfoxide Results,,"Phosphonoacetic Acid, 3TMS derivative Results",,Benzonitrile Results,,Terpinen-4-ol Results,,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- Results",,"1-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl- Results",,Butyrolactone Results,,"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl- Results",,Acetophenone Results,,"Silanediol, dimethyl- Results",,"3,4-Dihydroxyphenylglycol, 4TMS derivative Results",,"Benzaldehyde, 2-hydroxy- Results",,"Bicyclo[3.2.2]non-8-en-6-ol, (1R,5-cis,6-cis)- Results",,Terpineol Results,,Isoborneol Results,,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl- Results",,"Oxime-, methoxy-phenyl-_ Results",,"Cyclotrisiloxane, hexamethyl-  (1) Results",,Thymol Results,,Benzyl alcohol Results,,"Cyclotetrasiloxane, octamethyl-  (1) Results",,Phenylethyl Alcohol Results,,"Benzenecarbothioic acid, S-methyl ester Results",,"Benzonitrile, 2-methyl- Results",,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol Results",,"Cyclopentasiloxane, decamethyl-  (1) Results",,Phenol Results,,p-Cresol Results,
Name,Data File,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.,RT,Resp.
BLANK  BAC-01,JTB-E02-199-06.D,2.29,5655520,2.672,8872,2.721,1155991,2.891,6064,3.111,11719,3.2,41675,3.216,210234,3.298,141483,3.419,40999432,3.679,53164,3.793,142262,3.923,140282,4.077,56288,4.126,57022,4.345,88391,4.467,11179,4.752,23681,4.922,81671,5.076,18163271,5.15,58108,5.28,77734,5.45,63255,5.515,12345,5.572,60308,5.686,15461,5.686,8768,5.816,70272,6.1,99402,6.254,13984,6.254,76031,6.693,14636,6.782,9014,6.969,53311,7.091,21162,7.172,3256,7.278,6639,7.343,55025,7.668,139,7.92,911,7.993,38944,8.058,38997,8.261,6889,8.431,57043,8.659,66713,8.902,2519653,9.227,5289,9.544,2654,9.642,35175,10.064,11762,10.446,22239,10.56,6844,11.201,5787,11.453,5757,11.607,6766,11.737,11888,12.241,20095,13.955,4664,14.101,74318,14.337,968457,14.946,32141,15.62,5293,15.661,547,15.905,17850,16.489,8906,16.595,11903,17.724,8856,17.781,8200,17.944,2859,17.976,11180,18.212,61176,18.561,5579,18.593,8492,18.991,5888,19.227,81275,19.495,15665,19.796,1719,20.007,652608,20.315,15715,20.405,1978030,20.933,2963,21.274,10950,21.526,5374,21.542,3208,21.761,327370,22.452,21100,22.541,15383,22.606,2739,22.996,9871,23.045,100205,23.719,2323,23.784,56642,23.906,24275151,24.523,186018,24.669,7150,25.011,3739,25.262,6400,25.392,10421,26.513,6376,27.139,31858884,28.495,11267707,29.332,34010,30.023,13928,30.136,2884867,30.932,14049,31.144,13243,31.225,17861,31.339,357415,32.102,422055,33.239,49557,35.091,14977
BLANK  BAC-02,JTB-E02-199-07.D,2.29,5588049,2.672,10323,2.721,1197340,2.891,5723,3.111,15182,3.2,48250,3.216,231629,3.297,148324,3.427,32628174,3.679,67409,3.793,213310,3.923,215525,4.077,70707,4.126,71290,4.345,101955,4.467,11133,4.751,32597,4.922,92215,5.076,12770496,5.149,52553,5.279,85652,5.45,70063,5.515,10112,5.572,66859,5.686,18413,5.686,9078,5.816,68964,6.1,135727,6.254,23649,6.254,79586,6.693,12846,6.782,11575,6.969,35527,7.091,23342,7.172,4716,7.278,8958,7.343,60361,7.668,884,7.919,1571,7.993,40593,8.057,40741,8.261,6836,8.431,75414,8.659,73753,8.902,1812363,9.227,4908,9.544,2273,9.642,43343,10.064,14526,10.446,20761,10.559,6285,11.201,4476,11.453,6368,11.607,6901,11.737,13120,12.241,18805,13.955,6968,14.101,121782,14.337,688796,14.946,25612,15.62,5111,15.661,950,15.904,13218,16.489,12881,16.595,12165,17.724,8457,17.781,11572,17.943,3235,17.976,11670,18.211,50463,18.561,4976,18.593,9014,18.991,8797,19.227,50108,19.495,12596,19.795,388,20.007,616563,20.315,16579,20.405,1520347,20.933,2026,21.274,13286,21.526,6138,21.542,4195,21.761,275454,22.452,29491,22.541,6454,22.606,1189,22.996,12309,23.045,91706,23.719,3165,23.784,78470,23.906,19676628,24.523,135040,24.669,9054,25.01,3759,25.262,3765,25.392,5439,26.513,1925,27.139,24807814,28.495,7233700,29.332,31128,30.022,21614,30.144,1880994,30.932,14671,31.143,11338,31.225,17086,31.338,63064,32.102,307739,33.239,60568,35.091,19030
BLANK  BAC-03,JTB-E02-199-08.D,2.29,2751531,2.672,3693,2.721,789482,2.891,3245,3.111,2235,3.2,22551,3.208,47983,3.298,46551,3.419,402966,3.679,29432,3.793,44129,3.923,44827,4.077,32113,4.126,30594,4.346,42559,4.467,2620,4.752,15284,4.922,36133,5.077,206670,5.15,33529,5.28,33542,5.45,31826,5.515,8524,5.572,32018,5.686,3714,5.686,2844,5.816,26597,6.1,14409,6.254,11506,6.254,35555,6.693,7703,6.782,1849,6.969,7572,7.091,9979,7.172,394,7.278,3050,7.343,25947,7.668,503,7.92,799,7.993,26971,8.058,25720,8.261,2086,8.431,19087,8.659,12750,8.903,52131,9.228,1258,9.544,154,9.642,13634,10.064,2905,10.446,6842,10.56,4942,11.201,2410,11.453,4011,11.608,1756,11.738,8705,12.241,2573,13.955,3407,14.101,438,14.337,28920,14.946,6136,15.62,3351,15.661,648,15.905,3701,16.49,1117,16.595,7500,17.724,7889,17.781,625,17.944,3190,17.976,5695,18.212,2760,18.561,4181,18.593,7248,18.992,1921,19.227,11414,19.495,1274,,,20.007,21352,20.316,1152,20.405,16898,20.933,1107,21.274,6711,21.526,454,21.542,2488,21.762,4700,22.452,7336,22.541,1659,,,22.996,7803,23.045,36837,23.719,1445,23.784,13241,23.906,462797,24.523,4698,24.67,1778,25.011,1522,25.263,1175,25.393,1325,26.514,163,27.139,14650,28.496,15562,29.332,388,30.023,1389,30.136,6510,30.933,7047,31.144,1806,31.225,3494,31.339,12865,32.102,1096,33.239,10039,35.092,2300
PRO01  BAC-01,JTB-E02-199-11.D,2.29,2026088,2.672,1248248,2.721,1529962,2.891,2165837,3.111,119749,3.2,1336142,3.208,10594981,3.298,5318104,3.419,17735244,3.679,884561,3.793,32256067,3.923,18708171,4.077,11168288,4.126,10294444,4.345,7041757,4.467,289427,4.752,967935,4.922,1419595,5.077,4299463,5.15,729489,5.28,866332,5.45,868963,5.515,107730,5.572,790047,5.686,127524,5.686,643825,5.816,323736,6.1,2553083,6.254,499847,6.254,589759,6.693,457493,6.782,10365533,6.969,75891,7.091,384637,7.172,97295,7.278,229556,7.343,1680812,7.668,2323375,7.92,31092,7.993,671604,8.058,579184,8.261,50960,8.431,88850,8.659,315918,8.903,635057,9.227,149803,9.544,121737,9.642,82948,10.064,121147,10.446,7646186,10.56,420093,11.201,79631,11.453,1596783,11.608,149273,11.738,121031,12.241,2510344,13.955,266207,14.101,266271,14.337,308331,14.946,3779861,15.62,316558,15.661,244814,15.905,188363,16.49,84372,16.595,662341,17.724,171311,17.781,236714,17.944,21738,17.976,55186,18.212,2163925,18.561,69861,18.593,61518,18.991,53516,19.227,69158,19.495,97069,19.796,472,20.007,35969965,20.316,1901960,20.405,555002,20.933,187246,21.274,57076,21.526,40328,21.542,36652,21.761,87271,22.452,247597,22.541,42669,22.606,28146,22.996,55186,23.045,121156,23.719,80894,23.784,767662,23.906,13954401,24.523,72691,24.67,259391,25.011,377415,25.263,884268,25.393,88136,26.514,886626,27.139,3550257,28.496,847262,29.332,32241,30.023,48055,30.136,293576,30.932,44583,31.144,51315,31.225,139556,31.339,138470,32.102,61522,33.239,53306,35.092,182891
PRO02  BAC-02,JTB-E02-199-12.D,2.29,396194,2.672,209746,2.721,837104,2.891,85119,3.111,89369,3.2,362649,3.216,13837665,3.298,26572333,3.419,1331195,3.679,1151453,3.793,13595584,3.923,7867247,4.077,702299,4.126,426317,4.345,1583933,4.467,70392,4.752,91835,4.922,847698,5.076,862637,5.15,265694,5.28,794014,5.45,596399,5.515,31029,5.572,407070,5.686,15253,5.686,49197,5.816,457739,6.1,374686,6.254,139042,6.254,286445,6.693,38228,6.782,1098215,6.969,179104,7.091,314481,7.172,16785,7.278,213368,7.343,867388,7.668,154566,7.92,8689,7.993,135608,8.058,101206,8.261,16653,8.431,50310,8.659,45291,8.902,407450,9.227,63666,9.544,28216,9.642,40463,10.064,65190,10.446,818225,10.56,182875,11.201,171876,11.453,623552,11.607,56805,11.737,73938,12.241,1502854,13.955,145657,14.101,225654,14.337,282134,14.946,3787729,15.62,338731,15.661,251678,15.905,193467,16.489,92472,16.595,754592,17.724,193660,17.781,260617,17.943,25840,17.976,61663,18.212,2379888,18.561,76591,18.593,69033,18.991,55314,19.227,73453,19.495,118258,19.796,864,20.007,36649805,20.315,2039451,20.405,538517,20.933,219194,21.274,62047,21.526,42299,21.542,40427,21.761,87709,22.452,246448,22.541,49070,22.606,30194,22.996,55233,23.045,116514,23.719,94377,23.784,793725,23.906,11356921,24.523,55971,24.669,263258,25.011,477560,25.262,1098278,25.392,109698,26.513,1005747,27.139,3022003,28.495,783574,29.332,38918,30.023,61451,30.136,261401,30.932,49078,31.144,52388,31.225,147548,31.339,76284,32.102,54608,33.239,60877,35.091,203364
PRO03  BAC-03,JTB-E02-199-13.D,2.29,4778313,2.672,1614231,2.721,1898029,2.891,2792508,3.111,116658,3.2,1450203,3.208,11305352,3.298,6231562,3.419,15290058,3.679,480732,3.793,34621370,3.923,22380255,4.077,11915374,4.126,11722022,4.345,7566046,4.467,354642,4.752,1144065,4.922,1555820,5.077,3700884,5.15,753652,5.28,976390,5.45,918447,5.515,129403,5.572,872138,5.686,158257,5.686,776935,5.816,341840,6.1,1853393,6.254,554617,6.254,616440,6.693,535325,6.782,6378366,6.969,83783,7.091,468783,7.172,129258,7.278,241783,7.343,1740310,7.668,3067096,7.92,32396,7.993,752990,8.058,712529,8.261,59286,8.431,116654,8.659,369475,8.903,483416,9.227,176489,9.544,157469,9.642,107297,10.064,160698,10.446,8244963,10.56,1138689,11.201,65852,11.453,1903070,11.608,170535,11.738,149009,12.241,3276372,13.955,310013,14.101,259420,14.337,166519,14.946,4078442,15.62,377593,15.661,66328,15.905,202615,16.49,100010,16.595,755474,17.724,204347,17.781,272893,17.944,19218,17.976,64730,18.212,2320818,18.561,83174,18.593,67297,18.991,64798,19.227,108913,19.495,120319,19.796,511,20.007,36766037,20.316,2475329,20.405,739207,20.933,200917,21.274,63680,21.526,46598,21.542,144336,21.761,101213,22.452,249504,22.541,51425,22.606,27678,22.996,56416,23.045,128329,23.719,107724,23.784,850503,23.906,18274958,24.523,24250,24.67,290611,25.011,433516,25.263,982062,25.393,110545,26.513,1240338,27.139,4882855,28.496,1002798,29.332,45635,30.023,57395,30.136,287733,30.932,49148,31.144,50217,31.225,165943,31.339,94899,32.102,52156,33.239,73253,35.092,210439
REP01  BAC-01,JTB-E02-199-14.D,2.29,1358801,2.672,1356478,2.721,1036047,2.891,2609251,3.111,141703,3.2,1014294,3.216,10744571,3.298,5540715,3.419,11842259,3.679,1023120,3.793,37414830,3.923,17067779,4.077,4823345,4.126,4122978,4.345,7736932,4.467,373719,4.752,1193945,4.922,2091650,5.076,2834614,5.15,888278,5.28,1161428,5.45,1129401,5.515,141900,5.572,1028902,5.686,161191,5.686,838727,5.816,403516,6.1,1957056,6.254,596330,6.254,689840,6.693,546859,6.782,13173972,6.969,45970,7.091,531581,7.172,130776,7.278,265615,7.343,1838822,7.668,2984474,7.92,39495,7.993,764283,8.058,695671,8.261,68286,8.431,87743,8.659,517537,8.902,387016,9.227,187961,9.544,165411,9.642,87245,10.064,156423,10.446,11481565,10.56,999043,11.201,73609,11.453,2022985,11.607,171322,11.737,155426,12.241,3112722,13.955,342205,14.101,293730,14.337,166794,14.946,4783338,15.62,413397,15.661,464168,15.905,267155,16.489,102648,16.595,893300,17.724,259421,17.781,289267,17.944,9735,17.976,79384,18.212,2114219,18.561,94233,18.593,92320,18.991,62061,19.227,84288,19.495,123312,19.796,499,20.007,30462932,20.315,2378861,20.405,357335,20.933,244377,21.274,90080,21.526,42618,21.542,33110,21.761,53753,22.452,260976,22.541,54580,22.606,35330,22.996,61794,23.045,87847,23.719,111071,23.784,852417,23.906,7061984,24.523,28548,24.669,236927,25.011,491366,25.262,1212891,25.392,536620,26.513,1052237,27.139,1163442,28.495,304848,29.332,34451,30.023,215099,30.136,108311,30.932,72090,31.144,56950,31.225,157747,31.339,52500,32.102,23400,33.239,48784,35.091,209521
REP02  BAC-02,JTB-E02-199-15.D,2.29,1894334,2.672,1677932,2.721,1136478,2.891,3334669,3.111,105985,3.2,980253,3.216,11799129,3.298,6201465,3.419,10317744,3.679,761521,3.793,40344375,3.923,18072128,4.077,4619581,4.126,4109565,4.345,8195339,4.467,448925,4.752,1424282,4.922,2033995,5.077,2714680,5.15,980899,5.28,1149269,5.45,1156941,5.515,160691,5.572,1062809,5.686,194916,5.686,1029436,5.816,412724,6.1,1548309,6.254,742193,6.254,802768,6.693,675004,6.782,14113063,6.969,54831,7.091,463129,7.172,180153,7.278,314758,7.343,2290908,7.668,3771262,7.92,48186,7.993,808876,8.058,670508,8.261,81431,8.431,116596,8.659,710744,8.902,471765,9.227,246794,9.544,205642,9.642,109712,10.064,230199,10.446,12988537,10.56,610671,11.201,143993,11.453,2560731,11.607,190805,11.737,158186,12.241,4492523,13.955,382804,14.101,363502,14.337,217140,14.946,5869481,15.62,513793,15.661,690717,15.905,341006,16.489,125693,16.595,1113386,17.724,326669,17.781,355602,17.944,9805,17.976,98491,18.212,2674619,18.561,119828,18.593,114659,18.991,95507,19.227,104045,19.495,175519,19.796,190,20.007,35369770,20.315,3008811,20.405,408244,20.933,314426,21.274,120190,21.526,52150,21.542,30550,21.761,66486,22.452,333311,22.541,70122,22.606,43103,22.996,76306,23.045,105660,23.719,130222,23.784,1050850,23.906,7343322,24.523,42626,24.669,276677,25.011,642230,25.262,1694935,25.392,683825,26.513,1723256,27.139,1023783,28.495,292670,29.332,43289,30.023,385324,30.136,120597,30.932,103761,31.144,72650,31.225,204473,31.339,104220,32.102,30523,33.239,70409,35.091,274279
REP03  BAC-03,JTB-E02-199-16.D,2.29,3444347,2.672,1849195,2.721,1397556,2.891,2758075,3.111,100127,3.2,1011794,3.208,11441231,3.298,5539108,3.419,11919153,3.679,1276330,3.793,37923166,3.923,16377588,4.077,4580786,4.126,3899875,4.346,7595291,4.467,400458,4.752,1321273,4.922,1667672,5.077,3074438,5.15,870255,5.28,992163,5.45,1013187,5.515,140858,5.572,892029,5.686,146161,5.686,884034,5.816,384035,6.1,1209382,6.254,727178,6.254,764625,6.693,567349,6.782,7614857,6.969,59083,7.091,517980,7.172,148661,7.278,311179,7.343,2175566,7.668,3294186,7.92,46262,7.993,814943,8.058,689275,8.261,83956,8.431,122427,8.659,577605,8.903,456383,9.228,239837,9.544,188893,9.642,110699,10.064,174187,10.446,12464795,10.56,591994,11.201,114580,11.453,2212502,11.608,209201,11.738,161366,12.241,3554085,13.955,383943,14.101,332933,14.337,163177,14.946,5657259,15.62,463359,15.661,142222,15.905,321929,16.49,118223,16.595,1110099,17.724,311649,17.781,339752,17.944,10589,17.976,94553,18.212,2738858,18.561,107917,18.593,113642,18.992,78502,19.227,134823,19.495,175707,19.796,242,20.007,35704203,20.316,2674410,20.405,575555,20.933,282148,21.274,110320,21.526,57676,21.542,78335,21.762,82049,22.452,319442,22.541,66919,22.606,39199,22.996,76759,23.045,125303,23.719,133679,23.784,1065031,23.906,10331751,24.523,23604,24.67,284473,25.011,624142,25.263,1494407,25.393,611775,26.514,1337279,27.139,2118814,28.496,618455,29.332,50597,30.023,318247,30.136,209454,30.933,93637,31.144,67469,31.225,211307,31.339,101413,32.102,37695,33.239,85278,35.092,290610
