[contents]
count=2
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_GCdata_FFaeni_10BB_BLANK_PRO_REP\JTB-E02-201-14.D
1=,INT TIC: JTB-E02-201-14.D\data.ms
2=,PBM Apex
[INT TIC: JTB-E02-201-14.D\data.ms]
Time=,Wed Aug 14 14:38:59 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.286,   19,  25,  40,"PV  ",1169774, 27740822,  4.09,  0.693
2=,  2,  2.427,   40,  42,  56,"VV 2",  94694,  5281745,  0.78,  0.132
3=,  3,  2.570,   56,  59,  62,"VV 2", 132252,  3036754,  0.45,  0.076
4=,  4,  2.623,   62,  66,  83,"VV  ", 228975,  8658390,  1.28,  0.216
5=,  5,  2.797,   83,  87, 107,"VV 2", 398949, 13411707,  1.98,  0.335
6=,  6,  3.017,  111, 114, 119,"VV 3",  70733,  1928532,  0.28,  0.048
7=,  7,  3.121,  119, 127, 135,"VV  ",5821737,150734032, 22.25,  3.765
8=,  8,  3.205,  135, 138, 147,"VV  ",1569714, 51638243,  7.62,  1.290
9=,  9,  3.322,  147, 152, 170,"VV  ",4380065,148819513, 21.97,  3.718
10=, 10,  3.479,  170, 171, 188,"VV 7", 381709, 24240934,  3.58,  0.606
11=, 11,  3.692,  192, 198, 210,"VV  ",11119620,290053869, 42.82,  7.246
12=, 12,  3.828,  210, 214, 225,"VV  ",3745266,127353659, 18.80,  3.181
13=, 13,  3.977,  225, 233, 236,"VV 2",2493621, 69896276, 10.32,  1.746
14=, 14,  4.025,  236, 239, 253,"VV  ",2888258, 93182825, 13.75,  2.328
15=, 15,  4.172,  253, 257, 260,"VV 4", 455058, 14939221,  2.21,  0.373
16=, 16,  4.249,  260, 266, 311,"VV  ",15100306,479163152, 70.73, 11.970
17=, 17,  4.655,  311, 316, 331,"VV  ", 448315, 23140186,  3.42,  0.578
18=, 18,  4.820,  331, 336, 350,"VV  ",1325598, 48398881,  7.14,  1.209
19=, 19,  4.980,  350, 356, 363,"VV  ",2615279, 77466313, 11.43,  1.935
20=, 20,  5.052,  363, 365, 376,"VV  ", 670395, 29529606,  4.36,  0.738
21=, 21,  5.180,  376, 381, 384,"VV 5", 348759, 11227554,  1.66,  0.280
22=, 22,  5.215,  384, 385, 398,"VV 4", 321178, 17185516,  2.54,  0.429
23=, 23,  5.353,  398, 402, 407,"VV 4", 216268,  7550546,  1.11,  0.189
24=, 24,  5.590,  426, 431, 436,"VV 3", 217335,  7674589,  1.13,  0.192
25=, 25,  5.709,  442, 446, 459,"VV  ", 254111, 12206487,  1.80,  0.305
26=, 26,  6.001,  475, 482, 495,"VV 4", 381108, 15633225,  2.31,  0.391
27=, 27,  6.161,  495, 502, 510,"VV 2", 361275, 12256781,  1.81,  0.306
28=, 28,  6.356,  510, 526, 535,"VV 3", 178023, 13930873,  2.06,  0.348
29=, 29,  6.511,  535, 545, 546,"VV 9", 127155,  6512441,  0.96,  0.163
30=, 30,  6.598,  546, 555, 561,"VV 7", 194325, 10231228,  1.51,  0.256
31=, 31,  6.683,  561, 566, 585,"VV  ", 400421, 15767264,  2.33,  0.394
32=, 32,  6.996,  599, 604, 609,"VV 2",  78656,  2106312,  0.31,  0.053
33=, 33,  7.180,  621, 627, 629,"PV  ", 128575,  2503222,  0.37,  0.063
34=, 34,  7.239,  629, 634, 645,"VV  ",2375759, 55967362,  8.26,  1.398
35=, 35,  7.582,  662, 676, 693,"BV 2", 419268, 12659954,  1.87,  0.316
36=, 36,  7.963,  712, 723, 739,"VV  ", 224638,  6737015,  0.99,  0.168
37=, 37,  8.168,  744, 749, 755,"VV 5",  36085,  1087904,  0.16,  0.027
38=, 38,  8.559,  789, 797, 819,"PV  ",1048861, 27081368,  4.00,  0.676
39=, 39,  8.811,  822, 828, 842,"VV  ", 481106, 16321735,  2.41,  0.408
40=, 40,  8.960,  842, 846, 859,"VV 2",  94070,  4253379,  0.63,  0.106
41=, 41,  9.135,  863, 868, 879,"VV 10",  36273,  1331128,  0.20,  0.033
