"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-194-17.D","20 Dec 2018  15:11    ","48H_REP04","P10:E5  BAC-03"
"PBM Apex"
"Tue Jan 29 15:24:36 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
  1,  2.2909, 0.3187,"C 2.7 D 4.1    Acetaldehyde (CAS) $$ Ethanal $$ Acetaldeyde $$ Ethyl aldehyde $$ Acetic aldehyde $$ CH3CHO $$ Acetaldehyd $$ Aldehyde acetique $$ Aldeide acetica $$ NCI-C56326 $$ Octowy aldehyd $$ Acetylaldehyde $$ Rcra waste number U001 $$ UN 1089	
  2,  2.4318, 0.0288,"Cyclobutanol",   663,"002919-23-5",59
  3,  2.5121, 0.0180,"2-Butanamine, 3-methyl-",  1936,"000598-74-3",59
  4,  2.5694, 0.0193,"1,3-Dioxolane-4-methanol",  4769,"005464-28-8",53
  5,  2.6248, 0.1216,"Acetaldehyde",    71,"000075-07-0",56
  6,  2.7991, 0.2668,"Dimethyl sulfide",   339,"000075-18-3",91
  7,  2.9762, 0.0188,"Pentanal (CAS) $$ n-Pentanal $$ n-Valeraldehyde $$ Valeral $$ Valeraldehyde $$ Valeric aldehyde $$ Valerianic aldehyde $$ Valerylaldehyde yde $$ Valeric acid aldehyde $$ 1-pentanal $$ Valeryl aldehyde $$ n-C4H9CHO $$ Amyl aldehyde $$ Butyl formal $$ UN 20",  3281,"000110-62-3",38
  8,  3.1229, 1.1800,"Acetone",   216,"000067-64-1",80
  9,  3.2084, 1.2772,"Acetic acid, methyl ester",   828,"000079-20-9",45
 10,  3.3273, 1.6161,"Cyclotrisiloxane, hexamethyl-", 85994,"000541-05-9",90
 11,  3.4863, 0.2488,"Arsenous acid, tris(trimethylsilyl) ester",199618,"055429-29-3",47
 12,  3.5511, 0.1718,"Arsenous acid, tris(trimethylsilyl) ester",199618,"055429-29-3",50
 13,  3.6958,10.7142,"CH3C(O)CH2CH2OH",  2045,"000590-90-9",45
 14,  3.8287, 1.8882,"Ethyl Acetate",  2038,"000141-78-6",68
 15,  3.9426, 0.6260,"Acetic acid, heptyl ester", 31271,"000112-06-1",33
 16,  3.9790, 0.5741,"1-Butoxy-2-propanol acetate", 43540,"085409-76-3",35
 17,  4.0284, 1.3384,"Butanal, 3-methyl-",  1765,"000590-86-3",64
 18,  4.1616, 0.2767,"Ethyl Acetate",  2040,"000141-78-6",53
 19,  4.2656,12.2776,"Formic acid (CAS) $$ Bilorin $$ Myrmicyl $$ Formisoton $$ Aminic acid $$ Collo-Didax $$ Formylic acid $$ Methanoic acid $$ Collo-Bueglatt $$ Hydrogen carboxylic acid $$ Formira $$ Add-F $$ HCOOH $$ Acide formique $$ Acido formico $$ Ameisensaeure $$ Formi",   249,"000064-18-6",38
 20,  4.6593, 0.7860,"Furan, tetrahydro-2-(methoxymethyl)-",  8361,"019354-27-9",64
 21,  4.8234, 0.2033,"Ethyl Acetate",  2041,"000141-78-6",43
 22,  4.8668, 0.2882,"2H-Pyran-2-methanol, 3,6-dihydro-3-hydroxy-6-(1-methylethoxy)-", 54984,"056196-34-0",38
 23,  4.9842, 0.8577,"Cyclotetrasiloxane, octamethyl-",155951,"000556-67-2",91
 24,  5.0591, 0.8420,"Carbonic acid, dimethyl ester",  2296,"000616-38-6",53
 25,  5.1845, 0.3219,"1H-Pyrazole, 3-ethyl-4,5-dihydro-",  3105,"005920-29-6",30
 26,  5.2248, 0.4351,"Divinyldimethylsilane",  6450,"010519-87-6",49
 27,  5.3561, 0.1435,"Carbonic acid, dimethyl ester",  2294,"000616-38-6",38
 28,  5.4180, 0.1224,"1-Propene, 1-(methylthio)-, (Z)-",  2109,"052195-40-1",38
