[contents]
count=2
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_GCdata_PAgglomerans_10BB_BLANK_PRO_REP\JTB-E02-203-13.D
1=,INT TIC: JTB-E02-203-13.D\data.ms
2=,PBM Apex
[INT TIC: JTB-E02-203-13.D\data.ms]
Time=,Wed Sep 18 10:52:15 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.285,   17,  24,  47,"PV  ",1365410, 33579203,  2.24,  0.450
2=,  2,  2.499,   47,  51,  55,"VV  ",  80663,  2777266,  0.19,  0.037
3=,  3,  2.571,   55,  60,  63,"VV  ", 574481, 10400114,  0.69,  0.139
4=,  4,  2.621,   63,  66,  81,"VV 2", 957409, 27704772,  1.85,  0.371
5=,  5,  2.795,   81,  87, 107,"VV  ",2933833, 79822180,  5.33,  1.069
6=,  6,  2.972,  107, 109, 111,"VV 2", 153026,  3185386,  0.21,  0.043
7=,  7,  3.007,  111, 113, 118,"VV 5", 145697,  4156765,  0.28,  0.056
8=,  8,  3.116,  118, 127, 134,"VV 2",5177908,142548360,  9.52,  1.910
9=,  9,  3.203,  134, 137, 146,"VV  ",2087183, 64364436,  4.30,  0.862
10=, 10,  3.320,  146, 152, 170,"VV  ",7424455,223672322, 14.94,  2.997
11=, 11,  3.475,  170, 171, 177,"VV 5", 475485, 15312371,  1.02,  0.205
12=, 12,  3.585,  181, 184, 188,"VV  ", 619228, 16243329,  1.09,  0.218
13=, 13,  3.689,  188, 197, 210,"VV  ",20664730,550756241, 36.79,  7.379
14=, 14,  3.825,  210, 214, 225,"VV  ",4378996,159525296, 10.66,  2.137
15=, 15,  3.976,  225, 232, 235,"VV  ",5924687,136882742,  9.14,  1.834
16=, 16,  4.024,  235, 238, 260,"VV  ",23446841,596165310, 39.82,  7.987
17=, 17,  4.246,  260, 266, 279,"VV  ",15659636,448056849, 29.93,  6.003
18=, 18,  4.374,  279, 281, 302,"VV  ",1080241, 66132264,  4.42,  0.886
19=, 19,  4.652,  310, 316, 331,"VV  ",1077000, 47711644,  3.19,  0.639
20=, 20,  4.816,  331, 336, 339,"VV  ", 466695, 12640011,  0.84,  0.169
21=, 21,  4.855,  339, 341, 349,"VV 3", 398472, 16037481,  1.07,  0.215
22=, 22,  4.978,  349, 356, 362,"VV  ",1764834, 56698361,  3.79,  0.760
23=, 23,  5.050,  362, 365, 376,"VV  ", 797965, 36800194,  2.46,  0.493
24=, 24,  5.179,  376, 381, 383,"VV 2", 613361, 17297638,  1.16,  0.232
25=, 25,  5.220,  383, 386, 397,"VV 3", 610295, 27058575,  1.81,  0.363
26=, 26,  5.351,  397, 402, 405,"VV 2", 339948, 10224015,  0.68,  0.137
27=, 27,  5.407,  405, 409, 413,"VV 3", 380472, 12317200,  0.82,  0.165
28=, 28,  5.469,  413, 416, 422,"VV 2", 331376, 10733618,  0.72,  0.144
29=, 29,  5.588,  422, 431, 441,"VV 3",1171068, 42906538,  2.87,  0.575
30=, 30,  5.709,  441, 446, 459,"VV 3", 297930, 16921864,  1.13,  0.227
31=, 31,  5.851,  459, 463, 469,"VV 8", 158543,  6356741,  0.42,  0.085
32=, 32,  5.931,  469, 473, 475,"VV 2", 167188,  4673274,  0.31,  0.063
33=, 33,  5.997,  475, 481, 495,"VV 2", 833092, 30275088,  2.02,  0.406
34=, 34,  6.158,  495, 501, 511,"VV  ", 646577, 22273467,  1.49,  0.298
35=, 35,  6.273,  511, 515, 523,"VV  ", 271546, 11904065,  0.80,  0.159
36=, 36,  6.349,  523, 525, 528,"VV 3", 163267,  3901659,  0.26,  0.052
37=, 37,  6.594,  544, 555, 560,"VV  ",1009057, 31191447,  2.08,  0.418
38=, 38,  6.683,  560, 566, 586,"VV  ",10795603,292782486, 19.56,  3.923
39=, 39,  6.872,  586, 589, 600,"VV 5", 343623, 14231390,  0.95,  0.191
40=, 40,  7.001,  600, 605, 609,"VV 2", 207553,  7798224,  0.52,  0.104
41=, 41,  7.081,  609, 615, 621,"VV 4", 354688, 14235192,  0.95,  0.191
42=, 42,  7.176,  621, 626, 629,"VV  ", 296613,  8296096,  0.55,  0.111
43=, 43,  7.241,  629, 634, 643,"VV  ",2308340, 57898861,  3.87,  0.776
44=, 44,  7.341,  643, 647, 658,"VV 10", 123249,  6381252,  0.43,  0.085
45=, 45,  7.575,  666, 676, 692,"VV  ",5568573,176975727, 11.82,  2.371
46=, 46,  7.818,  696, 705, 710,"VV 7", 163046,  8743680,  0.58,  0.117
47=, 47,  7.901,  710, 716, 718,"VV 2", 242313,  6779784,  0.45,  0.091
48=, 48,  7.959,  718, 723, 734,"VV  ", 462750, 13972377,  0.93,  0.187
49=, 49,  8.167,  742, 748, 764,"VV 4",  84855,  3407075,  0.23,  0.046
50=, 50,  8.338,  764, 769, 775,"VV 2",  47587,  1268750,  0.08,  0.017
51=, 51,  8.559,  791, 797, 810,"VV  ", 395118, 10788995,  0.72,  0.145
52=, 52,  8.808,  820, 827, 834,"PV  ", 386793, 10929352,  0.73,  0.146
53=, 53,  8.868,  834, 835, 841,"VV 6", 100736,  3121167,  0.21,  0.042
54=, 54,  9.001,  841, 851, 860,"VV 6", 114482,  6621081,  0.44,  0.089
55=, 55,  9.129,  860, 867, 876,"VV  ", 196965,  6160764,  0.41,  0.083
56=, 56,  9.453,  892, 907, 913,"PV 3", 277276,  9520145,  0.64,  0.128
57=, 57,  9.540,  913, 918, 923,"VV 5",  93647,  2134353,  0.14,  0.029
58=, 58,  9.971,  963, 971, 982,"PV 3", 327435, 10100928,  0.67,  0.135
59=, 59, 10.115,  982, 988, 999,"VV 7",  40535,  2122287,  0.14,  0.028
60=, 60, 10.348,  999,1017,1029,"VV 4",13452528,529004100, 35.34,  7.087
61=, 61, 10.459, 1029,1031,1058,"VV 8", 540347, 32594471,  2.18,  0.437
62=, 62, 10.828, 1071,1076,1085,"VV 3", 102857,  4731960,  0.32,  0.063
63=, 63, 11.022, 1090,1100,1105,"VV 10",  75947,  3555849,  0.24,  0.048
64=, 64, 11.107, 1105,1110,1118,"VV 8",  93167,  3824127,  0.26,  0.051
65=, 65, 11.357, 1132,1141,1156,"VV  ",4208583,141163349,  9.43,  1.891
66=, 66, 11.516, 1156,1161,1171,"VV 5", 283576, 13857021,  0.93,  0.186
67=, 67, 11.633, 1171,1175,1181,"VV 3", 183951,  6745282,  0.45,  0.090
68=, 68, 11.872, 1198,1205,1211,"VV 5",  54437,  2253613,  0.15,  0.030
69=, 69, 12.024, 1217,1223,1228,"VV 2",  55903,  1888168,  0.13,  0.025
70=, 70, 12.150, 1228,1239,1263,"VV  ",1852728, 65696343,  4.39,  0.880
71=, 71, 12.373, 1263,1266,1270,"VV 5",  61330,  1757694,  0.12,  0.024
72=, 72, 12.444, 1270,1275,1285,"VV 2", 121522,  5919315,  0.40,  0.079
73=, 73, 12.577, 1285,1291,1306,"VV 6",  97216,  5949033,  0.40,  0.080
74=, 74, 13.627, 1406,1421,1430,"VV 6",  34747,  1943540,  0.13,  0.026
75=, 75, 13.850, 1430,1448,1460,"PV 3", 563772, 26221892,  1.75,  0.351
76=, 76, 13.999, 1460,1466,1482,"VV  ", 156344,  6860526,  0.46,  0.092
77=, 77, 14.266, 1482,1499,1515,"VV 8", 161913, 12443563,  0.83,  0.167
78=, 78, 14.434, 1515,1520,1524,"VV 4",  48051,  1696647,  0.11,  0.023
79=, 79, 14.850, 1551,1571,1604,"PV  ",5416064,168610362, 11.26,  2.259
80=, 80, 15.155, 1604,1609,1629,"VV 7",  79271,  4323371,  0.29,  0.058
81=, 81, 15.522, 1645,1654,1677,"VV 3", 581475, 29407836,  1.96,  0.394
82=, 82, 15.807, 1680,1689,1707,"VV  ", 318672, 12246803,  0.82,  0.164
83=, 83, 16.034, 1707,1717,1726,"VV 4",  68037,  4274359,  0.29,  0.057
84=, 84, 16.175, 1726,1734,1740,"VV 7",  43678,  1927642,  0.13,  0.026
85=, 85, 16.318, 1745,1752,1756,"VV 4",  42463,  1513248,  0.10,  0.020
86=, 86, 16.395, 1756,1761,1766,"VV 2",  73825,  2561636,  0.17,  0.034
87=, 87, 16.501, 1766,1774,1786,"VV  ",1035825, 30510940,  2.04,  0.409
88=, 88, 16.627, 1786,1790,1802,"VV 6",  71418,  3381381,  0.23,  0.045
89=, 89, 17.387, 1873,1883,1886,"VV 10",  41721,  1572279,  0.11,  0.021
90=, 90, 17.429, 1886,1889,1903,"VV 6",  42388,  2255930,  0.15,  0.030
91=, 91, 17.624, 1903,1913,1917,"VV 2", 567863, 18018553,  1.20,  0.241
92=, 92, 17.684, 1917,1920,1935,"VV  ", 305569, 11996832,  0.80,  0.161
93=, 93, 17.875, 1935,1944,1954,"VV 8",  91554,  4991633,  0.33,  0.067
