[contents]
count=2
Name=,C:\MassHunter\GCMS\1\data\JTB-E02\BACandSTRAW\JTB-E02-207-07.D
1=,INT TIC: JTB-E02-207-07.D\data.ms
2=,PBM Apex
[INT TIC: JTB-E02-207-07.D\data.ms]
Time=,Thu May 09 16:52:59 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.416,   34,  40,  57,"PV  ",4833455, 95806894, 21.74,  4.654
2=,  2,  2.566,   57,  59,  66,"VV 2", 273297,  9215580,  2.09,  0.448
3=,  3,  2.629,   66,  67,  77,"VV 10", 192898,  9702703,  2.20,  0.471
4=,  4,  2.722,   77,  78,  81,"VV 2", 155767,  2441599,  0.55,  0.119
5=,  5,  2.773,   81,  84,  93,"VV  ", 205024,  9864711,  2.24,  0.479
6=,  6,  3.299,  145, 149, 156,"VV  ",1266610, 30039472,  6.81,  1.459
7=,  7,  3.384,  156, 160, 168,"VV  ",1616177, 44321566, 10.06,  2.153
8=,  8,  3.490,  168, 173, 218,"VV  ",6138109,249657684, 56.64, 12.127
9=,  9,  3.889,  218, 222, 232,"VV 3", 431922, 19195175,  4.35,  0.932
10=, 10,  4.008,  232, 236, 264,"VV  ",1078991, 46441600, 10.54,  2.256
11=, 11,  4.399,  279, 285, 292,"VV  ", 750411, 20839787,  4.73,  1.012
12=, 12,  4.486,  292, 295, 303,"VV 2", 213075,  8234051,  1.87,  0.400
13=, 13,  5.182,  374, 381, 384,"VV  ",1150142, 27689178,  6.28,  1.345
14=, 14,  5.237,  384, 388, 419,"VV  ",5067636,166698607, 37.82,  8.097
15=, 15,  5.673,  437, 441, 447,"VV  ", 235834,  8872263,  2.01,  0.431
16=, 16,  5.850,  459, 463, 475,"VV 4", 263354, 13056219,  2.96,  0.634
17=, 17,  5.981,  475, 479, 487,"VV 4", 171014,  7973232,  1.81,  0.387
18=, 18,  6.205,  500, 507, 513,"VV  ", 811239, 18328408,  4.16,  0.890
19=, 19,  6.294,  513, 518, 538,"VV  ", 728300, 22349749,  5.07,  1.086
20=, 20,  6.566,  538, 551, 553,"VV 9",  90412,  4672939,  1.06,  0.227
21=, 21,  6.747,  553, 574, 576,"VV 9", 162650, 13220537,  3.00,  0.642
22=, 22,  6.899,  576, 592, 595,"VV 9", 237551, 17648259,  4.00,  0.857
23=, 23,  6.975,  595, 602, 625,"VV 5", 329091, 23904736,  5.42,  1.161
24=, 24,  7.298,  637, 641, 647,"VV 2",  46050,  1086460,  0.25,  0.053
25=, 25,  8.195,  745, 752, 753,"PV 3",  66786,  1346035,  0.31,  0.065
26=, 26,  8.217,  753, 755, 760,"VV 4",  68515,  1596447,  0.36,  0.078
27=, 27,  8.720,  806, 817, 821,"PV  ", 139122,  3341884,  0.76,  0.162
28=, 28,  8.800,  821, 826, 833,"VV 5",  48139,  1961948,  0.45,  0.095
29=, 29,  8.922,  836, 841, 850,"VV 5",  57200,  2227938,  0.51,  0.108
30=, 30,  9.049,  850, 857, 864,"VV  ", 865061, 24583704,  5.58,  1.194
31=, 31,  9.142,  864, 869, 878,"VV 3", 319793, 13129151,  2.98,  0.638
32=, 32,  9.232,  878, 880, 887,"VV 8", 112273,  4450315,  1.01,  0.216
33=, 33,  9.656,  926, 932, 939,"VV 7", 100298,  3875126,  0.88,  0.188
34=, 34,  9.971,  965, 971, 972,"VV  ", 164314,  2471555,  0.56,  0.120
35=, 35, 10.032,  972, 978, 985,"VV  ",2392625, 56807920, 12.89,  2.759
36=, 36, 10.115,  985, 988, 997,"VV 5", 142168,  6921914,  1.57,  0.336
37=, 37, 10.235,  997,1003,1006,"VV 5",  97190,  3618061,  0.82,  0.176
38=, 38, 10.278, 1006,1008,1016,"VV 7", 102813,  4072312,  0.92,  0.198
39=, 39, 10.411, 1019,1025,1026,"VV 5",  81052,  2220693,  0.50,  0.108
40=, 40, 10.440, 1026,1028,1039,"VV 4",  89667,  3701318,  0.84,  0.180
41=, 41, 10.972, 1085,1094,1100,"VV 8",  50677,  1729192,  0.39,  0.084
42=, 42, 11.449, 1144,1152,1166,"PV 2", 466092, 13624145,  3.09,  0.662
43=, 43, 12.537, 1279,1286,1294,"VV  ",  54783,  1136844,  0.26,  0.055
44=, 44, 12.648, 1294,1300,1312,"PV 2", 148847,  4153954,  0.94,  0.202
45=, 45, 14.043, 1463,1472,1479,"PV 2", 130272,  3302862,  0.75,  0.160
46=, 46, 14.504, 1520,1529,1534,"PV 3", 175012,  6171499,  1.40,  0.300
47=, 47, 14.568, 1534,1536,1547,"VV 8", 105221,  4334497,  0.98,  0.211
48=, 48, 15.160, 1602,1609,1613,"PV  ",  48448,   975899,  0.22,  0.047
49=, 49, 15.892, 1695,1699,1709,"VV 7",  32031,   482337,  0.11,  0.023
50=, 50, 16.244, 1736,1743,1753,"VV 8",  29246,   891700,  0.20,  0.043
51=, 51, 16.458, 1762,1769,1779,"PV 8",  32707,  1223880,  0.28,  0.059
52=, 52, 18.736, 2044,2049,2060,"VV 10",  35163,  1750004,  0.40,  0.085
53=, 53, 19.584, 2145,2154,2167,"VV 9",  46163,  3257495,  0.74,  0.158
54=, 54, 19.741, 2167,2173,2176,"VV 6",  31239,   878589,  0.20,  0.043
55=, 55, 19.820, 2176,2183,2193,"VV 2", 134765,  4430296,  1.01,  0.215
56=, 56, 20.069, 2197,2214,2235,"VV  ", 819303, 30347503,  6.88,  1.474
57=, 57, 20.402, 2248,2255,2275,"VV 8",  66186,  5544294,  1.26,  0.269
58=, 58, 20.635, 2275,2283,2297,"VV 2", 423135, 16287433,  3.70,  0.791
59=, 59, 20.804, 2297,2304,2315,"VV 4", 174086,  7651588,  1.74,  0.372
60=, 60, 21.274, 2356,2362,2377,"VV 8", 104283,  4428241,  1.00,  0.215
61=, 61, 21.968, 2438,2447,2460,"PV 2", 120298,  4402395,  1.00,  0.214
62=, 62, 22.172, 2465,2473,2480,"VV 3", 105646,  3492070,  0.79,  0.170
63=, 63, 22.579, 2510,2523,2533,"VV 10",  62226,  3180554,  0.72,  0.154
64=, 64, 23.203, 2594,2599,2610,"VV 7",  30643,  1137705,  0.26,  0.055
65=, 65, 23.490, 2626,2635,2653,"VV 6",  84852,  5245582,  1.19,  0.255
66=, 66, 24.195, 2717,2722,2724,"VV 5",  37567,   814585,  0.18,  0.040
67=, 67, 24.283, 2724,2732,2781,"VV  ",10825772,440788130,100.00, 21.411
68=, 68, 24.721, 2781,2786,2796,"VV 4", 132172,  6553985,  1.49,  0.318
69=, 69, 24.826, 2796,2799,2809,"VV 6",  86175,  3713970,  0.84,  0.180
70=, 70, 25.174, 2833,2842,2856,"VV 9",  51457,  2776762,  0.63,  0.135
71=, 71, 25.828, 2916,2923,2928,"VV 10",  36967,  1669214,  0.38,  0.081
72=, 72, 26.368, 2982,2989,3005,"VV 10",  56472,  2562155,  0.58,  0.124
73=, 73, 26.670, 3021,3026,3040,"VV 8",  27481,  1351038,  0.31,  0.066
74=, 74, 27.003, 3058,3067,3075,"PV 8",  21672,   693050,  0.16,  0.034
75=, 75, 27.208, 3079,3092,3097,"VV 8",  18303,   746965,  0.17,  0.036
76=, 76, 27.468, 3111,3124,3152,"PV  ",3582974,162319407, 36.82,  7.885
77=, 77, 27.698, 3152,3153,3162,"VV 9",  47779,  1026955,  0.23,  0.050
78=, 78, 28.525, 3240,3255,3260,"VV 9",  30875,  1307199,  0.30,  0.063
79=, 79, 28.784, 3272,3287,3314,"PV 2", 455573, 44558392, 10.11,  2.164
80=, 80, 29.019, 3314,3315,3321,"VV 4",  61187,  1874600,  0.43,  0.091
81=, 81, 29.100, 3321,3325,3333,"VV 6",  71783,  2880092,  0.65,  0.140
82=, 82, 30.353, 3434,3480,3523,"VV 2", 511340, 94860760, 21.52,  4.608
83=, 83, 30.718, 3523,3525,3533,"VV 8",  56862,  1991493,  0.45,  0.097
84=, 84, 31.567, 3625,3629,3632,"VV 6",  25062,   410219,  0.09,  0.020
85=, 85, 31.678, 3632,3643,3652,"PV  ", 700856, 24319027,  5.52,  1.181
